dag_variant,algorithm,policy,width_profile,pair_count,throughput_delta_pct_median_vs_asap,stall_delta_pct_median_vs_asap,utilization_delta_pct_median_vs_asap,throughput_better_count_vs_asap,stall_better_count_vs_asap,joint_better_count_vs_asap
raw,VQE,asap,W8_M8_F7,15,0.0,0.0,0.0,0,0,0
raw,VQE,asap,W8_M8_F8,15,0.0,0.0,0.0,0,0,0
raw,VQE,ff_rate_matched,W8_M8_F4,15,0.586514,-10.591105,0.586488,15,15,15
raw,VQE,ff_rate_matched,W8_M8_F5,15,0.0,0.0,0.0,5,0,0
raw,VQE,ff_rate_matched,W8_M8_F6,15,0.0,0.0,0.0,5,5,5
raw,VQE,ff_rate_matched,W8_M8_F7,15,0.0,0.0,0.0,0,0,0
raw,VQE,ff_rate_matched,W8_M8_F8,15,0.0,0.0,0.0,0,0,0
raw,VQE,stall_aware_shifted_refined,W8_M8_F4,15,-0.66667,125.446854,-0.666745,0,0,0
raw,VQE,stall_aware_shifted_refined,W8_M8_F5,15,-1.869144,64.430548,-1.869163,5,5,5
raw,VQE,stall_aware_shifted_refined,W8_M8_F6,15,-2.613481,76.978692,-2.613515,5,5,5
raw,VQE,stall_aware_shifted_refined,W8_M8_F7,15,-3.154575,72.210631,-3.154546,5,5,5
raw,VQE,stall_aware_shifted_refined,W8_M8_F8,15,5.825247,-85.22748,5.825217,15,15,15
shifted,QAOA,asap,W8_M8_F4,15,0.0,0.0,0.0,0,0,0
shifted,QAOA,asap,W8_M8_F5,15,0.0,0.0,0.0,0,0,0
shifted,QAOA,asap,W8_M8_F6,15,0.0,0.0,0.0,0,0,0
shifted,QAOA,asap,W8_M8_F7,15,0.0,0.0,0.0,0,0,0
shifted,QAOA,asap,W8_M8_F8,15,0.0,0.0,0.0,0,0,0
shifted,QAOA,ff_rate_matched,W8_M8_F4,15,0.0,-96.808511,0.0,0,15,0
shifted,QAOA,ff_rate_matched,W8_M8_F5,15,0.0,-95.238058,0.0,0,15,0
shifted,QAOA,ff_rate_matched,W8_M8_F6,15,0.0,-89.473541,0.0,0,15,0
shifted,QAOA,ff_rate_matched,W8_M8_F7,15,0.0,-77.778067,0.0,0,14,0
shifted,QAOA,ff_rate_matched,W8_M8_F8,15,0.0,0.0,0.0,0,0,0
shifted,QAOA,stall_aware_shifted_refined,W8_M8_F4,15,0.0,-96.808511,0.0,1,15,1
shifted,QAOA,stall_aware_shifted_refined,W8_M8_F5,15,0.0,-93.478215,0.0,5,15,5
shifted,QAOA,stall_aware_shifted_refined,W8_M8_F6,15,0.0,-89.473541,0.0,5,15,5
shifted,QAOA,stall_aware_shifted_refined,W8_M8_F7,15,0.0,-77.778067,0.0,5,14,4
shifted,QAOA,stall_aware_shifted_refined,W8_M8_F8,15,0.0,0.0,0.0,5,0,0
shifted,QFT,asap,W8_M8_F4,10,0.0,0.0,0.0,0,0,0
shifted,QFT,asap,W8_M8_F5,10,0.0,0.0,0.0,0,0,0
shifted,QFT,asap,W8_M8_F6,10,0.0,0.0,0.0,0,0,0
shifted,QFT,asap,W8_M8_F7,10,0.0,0.0,0.0,0,0,0
shifted,QFT,asap,W8_M8_F8,10,0.0,0.0,0.0,0,0,0
shifted,QFT,ff_rate_matched,W8_M8_F4,10,0.0,-98.434357,0.0,0,10,0
shifted,QFT,ff_rate_matched,W8_M8_F5,10,0.0,-96.872344,0.0,0,10,0
shifted,QFT,ff_rate_matched,W8_M8_F6,10,0.0,-94.033675,0.0,1,10,1
shifted,QFT,ff_rate_matched,W8_M8_F7,10,0.0,-86.363552,0.0,1,10,1
shifted,QFT,ff_rate_matched,W8_M8_F8,10,0.0,0.0,0.0,0,0,0
shifted,QFT,stall_aware_shifted_refined,W8_M8_F4,10,0.670285,-98.640372,0.670272,10,10,10
shifted,QFT,stall_aware_shifted_refined,W8_M8_F5,10,0.834738,-97.812793,0.834686,10,10,10
shifted,QFT,stall_aware_shifted_refined,W8_M8_F6,10,1.618715,-96.420454,1.618698,10,10,10
shifted,QFT,stall_aware_shifted_refined,W8_M8_F7,10,2.223032,-94.88634,2.223027,10,10,10
shifted,QFT,stall_aware_shifted_refined,W8_M8_F8,10,3.360272,-65.608122,3.360294,10,10,10
shifted,VQE,asap,W8_M8_F4,15,0.0,0.0,0.0,0,0,0
shifted,VQE,asap,W8_M8_F5,15,0.0,0.0,0.0,0,0,0
shifted,VQE,asap,W8_M8_F6,15,0.0,0.0,0.0,0,0,0
shifted,VQE,asap,W8_M8_F7,15,0.0,0.0,0.0,0,0,0
shifted,VQE,asap,W8_M8_F8,15,0.0,0.0,0.0,0,0,0
shifted,VQE,ff_rate_matched,W8_M8_F4,15,0.0,-97.887397,0.0,0,15,0
shifted,VQE,ff_rate_matched,W8_M8_F5,15,0.0,-96.341413,0.0,0,15,0
shifted,VQE,ff_rate_matched,W8_M8_F6,15,0.0,-95.238319,0.0,0,15,0
shifted,VQE,ff_rate_matched,W8_M8_F7,15,0.0,-81.25,0.0,0,15,0
shifted,VQE,ff_rate_matched,W8_M8_F8,15,0.0,0.0,0.0,0,0,0
shifted,VQE,stall_aware_shifted_refined,W8_M8_F4,15,0.0,-97.887397,0.0,0,15,0
shifted,VQE,stall_aware_shifted_refined,W8_M8_F5,15,0.0,-96.341413,0.0,0,15,0
shifted,VQE,stall_aware_shifted_refined,W8_M8_F6,15,0.0,-95.238319,0.0,0,15,0
shifted,VQE,stall_aware_shifted_refined,W8_M8_F7,15,0.0,-81.25,0.0,0,10,0
shifted,VQE,stall_aware_shifted_refined,W8_M8_F8,15,0.0,0.0,0.0,0,0,0
