dag_variant,algorithm,policy,width_profile,pair_count,throughput_delta_pct_median_vs_asap,stall_delta_pct_median_vs_asap,utilization_delta_pct_median_vs_asap,throughput_better_count_vs_asap,stall_better_count_vs_asap,joint_better_count_vs_asap
raw,QFT,greedy_critical,W4_M4_F4,60,1.767207,-48.066475,1.767286,60,49,49
raw,QFT,greedy_critical,W4_M4_F8,60,1.767207,-48.066475,1.767286,60,49,49
raw,QFT,greedy_critical,W4_M8_F4,60,1.767207,-48.066475,1.767286,60,49,49
raw,QFT,greedy_critical,W4_M8_F8,60,1.767207,-48.066475,1.767286,60,49,49
raw,QFT,greedy_critical,W8_M4_F4,60,1.767207,-48.066475,1.767286,60,49,49
raw,QFT,greedy_critical,W8_M4_F8,60,1.767207,-48.066475,1.767286,60,49,49
raw,QFT,greedy_critical,W8_M8_F4,60,0.300483,-8.924471,0.300483,60,46,46
raw,QFT,greedy_critical,W8_M8_F8,60,1.894594,-24.88807,1.894547,60,40,40
raw,VQE,asap,W4_M4_F4,60,0.0,0.0,0.0,0,0,0
raw,VQE,asap,W4_M4_F8,60,0.0,0.0,0.0,0,0,0
raw,VQE,asap,W4_M8_F4,60,0.0,0.0,0.0,0,0,0
raw,VQE,asap,W4_M8_F8,60,0.0,0.0,0.0,0,0,0
raw,VQE,asap,W8_M4_F4,60,0.0,0.0,0.0,0,0,0
raw,VQE,asap,W8_M4_F8,60,0.0,0.0,0.0,0,0,0
raw,VQE,asap,W8_M8_F4,60,0.0,0.0,0.0,0,0,0
raw,VQE,asap,W8_M8_F8,60,0.0,0.0,0.0,0,0,0
raw,VQE,greedy_critical,W4_M4_F4,60,4.281339,-71.852912,4.281338,60,60,60
raw,VQE,greedy_critical,W4_M4_F8,60,4.281339,-71.852912,4.281338,60,60,60
raw,VQE,greedy_critical,W4_M8_F4,60,4.281339,-71.852912,4.281338,60,60,60
raw,VQE,greedy_critical,W4_M8_F8,60,4.281339,-71.852912,4.281338,60,60,60
raw,VQE,greedy_critical,W8_M4_F4,60,4.281339,-71.852912,4.281447,60,60,60
raw,VQE,greedy_critical,W8_M4_F8,60,4.281339,-71.852912,4.281447,60,60,60
raw,VQE,greedy_critical,W8_M8_F4,60,1.497222,-29.156802,1.49725,60,60,60
raw,VQE,greedy_critical,W8_M8_F8,60,6.037619,-76.458646,6.037634,60,60,60
shifted,QAOA,asap,W4_M4_F4,60,0.0,0.0,0.0,0,0,0
shifted,QAOA,asap,W4_M4_F8,60,0.0,0.0,0.0,0,0,0
shifted,QAOA,asap,W4_M8_F4,60,0.0,0.0,0.0,0,0,0
shifted,QAOA,asap,W4_M8_F8,60,0.0,0.0,0.0,0,0,0
shifted,QAOA,asap,W8_M4_F4,60,0.0,0.0,0.0,0,0,0
shifted,QAOA,asap,W8_M4_F8,60,0.0,0.0,0.0,0,0,0
shifted,QAOA,asap,W8_M8_F4,60,0.0,0.0,0.0,0,0,0
shifted,QAOA,asap,W8_M8_F8,60,0.0,0.0,0.0,0,0,0
shifted,QAOA,greedy_critical,W4_M4_F4,60,0.0,0.0,0.0,7,0,0
shifted,QAOA,greedy_critical,W4_M4_F8,60,0.0,0.0,0.0,7,0,0
shifted,QAOA,greedy_critical,W4_M8_F4,60,0.0,0.0,0.0,7,0,0
shifted,QAOA,greedy_critical,W4_M8_F8,60,0.0,0.0,0.0,7,0,0
shifted,QAOA,greedy_critical,W8_M4_F4,60,0.0,0.0,0.0,7,0,0
shifted,QAOA,greedy_critical,W8_M4_F8,60,0.0,0.0,0.0,7,0,0
shifted,QAOA,greedy_critical,W8_M8_F4,60,0.0,79.902529,0.0,7,0,0
shifted,QAOA,greedy_critical,W8_M8_F8,60,0.0,0.0,0.0,22,0,0
shifted,QFT,asap,W4_M4_F4,40,0.0,0.0,0.0,0,0,0
shifted,QFT,asap,W4_M4_F8,40,0.0,0.0,0.0,0,0,0
shifted,QFT,asap,W4_M8_F4,40,0.0,0.0,0.0,0,0,0
shifted,QFT,asap,W4_M8_F8,40,0.0,0.0,0.0,0,0,0
shifted,QFT,asap,W8_M4_F4,40,0.0,0.0,0.0,0,0,0
shifted,QFT,asap,W8_M4_F8,40,0.0,0.0,0.0,0,0,0
shifted,QFT,asap,W8_M8_F4,40,0.0,0.0,0.0,0,0,0
shifted,QFT,asap,W8_M8_F8,40,0.0,0.0,0.0,0,0,0
shifted,QFT,greedy_critical,W4_M4_F4,40,0.500945,-33.155503,0.500946,40,28,28
shifted,QFT,greedy_critical,W4_M4_F8,40,0.500945,-33.155503,0.500946,40,28,28
shifted,QFT,greedy_critical,W4_M8_F4,40,0.500945,-33.155503,0.500946,40,28,28
shifted,QFT,greedy_critical,W4_M8_F8,40,0.500945,-33.155503,0.500946,40,28,28
shifted,QFT,greedy_critical,W8_M4_F4,40,0.500945,-33.155503,0.500945,40,28,28
shifted,QFT,greedy_critical,W8_M4_F8,40,0.500945,-33.155503,0.500945,40,28,28
shifted,QFT,greedy_critical,W8_M8_F4,40,0.250074,14.774993,0.250138,33,8,7
shifted,QFT,greedy_critical,W8_M8_F8,40,2.564104,-64.9681,2.564052,40,38,38
shifted,VQE,asap,W4_M4_F4,60,0.0,0.0,0.0,0,0,0
shifted,VQE,asap,W4_M4_F8,60,0.0,0.0,0.0,0,0,0
shifted,VQE,asap,W4_M8_F4,60,0.0,0.0,0.0,0,0,0
shifted,VQE,asap,W4_M8_F8,60,0.0,0.0,0.0,0,0,0
shifted,VQE,asap,W8_M4_F4,60,0.0,0.0,0.0,0,0,0
shifted,VQE,asap,W8_M4_F8,60,0.0,0.0,0.0,0,0,0
shifted,VQE,asap,W8_M8_F4,60,0.0,0.0,0.0,0,0,0
shifted,VQE,asap,W8_M8_F8,60,0.0,0.0,0.0,0,0,0
shifted,VQE,greedy_critical,W4_M4_F4,60,0.0,0.0,0.0,0,0,0
shifted,VQE,greedy_critical,W4_M4_F8,60,0.0,0.0,0.0,0,0,0
shifted,VQE,greedy_critical,W4_M8_F4,60,0.0,0.0,0.0,0,0,0
shifted,VQE,greedy_critical,W4_M8_F8,60,0.0,0.0,0.0,0,0,0
shifted,VQE,greedy_critical,W8_M4_F4,60,0.0,0.0,0.0,0,0,0
shifted,VQE,greedy_critical,W8_M4_F8,60,0.0,0.0,0.0,0,0,0
shifted,VQE,greedy_critical,W8_M8_F4,60,0.0,0.0,0.0,0,0,0
shifted,VQE,greedy_critical,W8_M8_F8,60,0.0,0.0,0.0,0,0,0
