dag_variant,algorithm,policy,width_profile,scenario_count,throughput_win_count,throughput_win_rate,stall_win_count,stall_win_rate,joint_win_count,joint_win_rate
shifted,QFT,stall_aware_shifted,W8_M8_F8,40,40,1.0,38,0.95,38,0.95
shifted,QFT,stall_aware_shifted_refined,W8_M8_F4,40,40,1.0,40,1.0,40,1.0
shifted,QFT,stall_aware_shifted_refined,W8_M8_F8,40,40,1.0,38,0.95,38,0.95
shifted,VQE,asap,W8_M8_F4,60,60,1.0,0,0.0,0,0.0
shifted,VQE,asap,W8_M8_F8,60,60,1.0,60,1.0,60,1.0
shifted,VQE,greedy_critical,W8_M8_F4,60,60,1.0,0,0.0,0,0.0
shifted,VQE,greedy_critical,W8_M8_F8,60,60,1.0,60,1.0,60,1.0
shifted,VQE,shifted_critical,W8_M8_F4,60,60,1.0,0,0.0,0,0.0
shifted,VQE,shifted_critical,W8_M8_F8,60,60,1.0,45,0.75,45,0.75
shifted,VQE,stall_aware_shifted,W8_M8_F4,60,60,1.0,0,0.0,0,0.0
shifted,VQE,stall_aware_shifted,W8_M8_F8,60,60,1.0,45,0.75,45,0.75
shifted,VQE,stall_aware_shifted_refined,W8_M8_F4,60,60,1.0,60,1.0,60,1.0
shifted,VQE,stall_aware_shifted_refined,W8_M8_F8,60,60,1.0,45,0.75,45,0.75
