algorithm,policy,latency_profile,pair_count,unique_seed_count,depth_reduction_pct_median,throughput_gain_pct_median,throughput_gain_pct_q1,throughput_gain_pct_q3,stall_reduction_pct_median,utilization_gain_pct_median,raw_throughput_median,raw_stall_rate_median,throughput_positive_count,throughput_zero_count,throughput_negative_count,throughput_sign_test_pvalue
QAOA,asap,mixed,60,5,97.368421,34.37647,9.844558,72.82609,70.219776,34.376503,3.79305,0.113965,60,0,0,0.0
QAOA,greedy_critical,mixed,60,5,97.368421,26.372999,5.528846,66.304379,-3.557827,26.372881,3.836449,0.112088,60,0,0,0.0
QAOA,regime_switch,mixed,60,5,97.368421,33.438086,7.772021,69.523829,40.696106,33.438211,3.82278,0.113965,60,0,0,0.0
QAOA,regime_switch_refined,mixed,60,5,97.368421,33.438086,5.835432,67.914104,-7.316838,33.438211,3.836449,0.113965,60,0,0,0.0
QAOA,shifted_critical,mixed,60,5,97.368421,26.012048,5.528846,66.304379,-9.015605,26.012147,3.836449,0.107276,60,0,0,0.0
QAOA,stall_aware_shifted,mixed,60,5,97.368421,26.380592,5.901637,66.304379,-11.196862,26.380675,3.82278,0.137667,60,0,0,0.0
QFT,asap,l1_l1,20,5,90.652286,10.812815,6.034445,31.425381,-208.845886,10.8128,4.484796,0.055493,20,0,0,2e-06
QFT,greedy_critical,l1_l1,20,5,90.652286,9.168321,4.913685,30.947523,-201.405311,9.168318,4.56597,0.034843,20,0,0,2e-06
QFT,regime_switch,l1_l1,20,5,90.652286,10.509835,5.941205,31.123034,-240.490309,10.509805,4.48958,0.058291,20,0,0,2e-06
QFT,regime_switch_refined,l1_l1,20,5,90.652286,10.509835,5.878556,30.961734,-226.37924,10.509805,4.49078,0.056335,20,0,0,2e-06
QFT,shifted_critical,l1_l1,20,5,90.652286,9.408681,4.913685,31.126969,-225.074354,9.40865,4.56597,0.034843,20,0,0,2e-06
QFT,stall_aware_shifted,l1_l1,20,5,90.652286,9.408681,5.007665,31.26907,-143.768256,9.40865,4.563573,0.04041,20,0,0,2e-06
QFT,asap,l2_l2,20,5,90.652286,31.27324,17.024579,82.011603,-5.202424,31.273362,3.425156,0.189854,20,0,0,2e-06
QFT,greedy_critical,l2_l2,20,5,90.652286,29.169418,15.297669,90.892484,1.112947,29.169481,3.437517,0.16725,20,0,0,2e-06
QFT,regime_switch,l2_l2,20,5,90.652286,31.492168,17.001972,81.866442,-13.20221,31.492185,3.429499,0.183314,20,0,0,2e-06
QFT,regime_switch_refined,l2_l2,20,5,90.652286,29.382901,15.360093,91.264081,-7.066611,29.382947,3.433497,0.173802,20,0,0,2e-06
QFT,shifted_critical,l2_l2,20,5,90.652286,29.382901,15.360093,90.949616,-5.210665,29.382947,3.437517,0.16725,20,0,0,2e-06
QFT,stall_aware_shifted,l2_l2,20,5,90.652286,29.541637,15.355798,90.949616,-2.819231,29.541753,3.436429,0.148699,20,0,0,2e-06
QFT,asap,mixed,40,5,90.652286,19.828311,10.859084,56.486465,-60.97428,19.82824,3.859439,0.106918,40,0,0,0.0
QFT,greedy_critical,mixed,40,5,90.652286,17.566094,9.438799,60.54415,-71.056494,17.566164,3.877598,0.087992,40,0,0,0.0
QFT,regime_switch,mixed,40,5,90.652286,19.577779,10.767952,56.203089,-60.440143,19.577835,3.862881,0.108547,40,0,0,0.0
QFT,regime_switch_refined,mixed,40,5,90.652286,19.577779,9.47137,56.203089,-57.584902,19.577835,3.865182,0.103067,40,0,0,0.0
QFT,shifted_critical,mixed,40,5,90.652286,17.980617,9.438799,60.703896,-72.589819,17.980722,3.877598,0.083288,40,0,0,0.0
QFT,stall_aware_shifted,mixed,40,5,90.652286,17.980617,9.533941,60.899485,-53.221314,17.980722,3.874148,0.083288,40,0,0,0.0
VQE,asap,l1_l1,30,5,97.142857,6.836623,2.760725,13.636378,-175.933685,6.836634,4.488548,0.018512,30,0,0,0.0
VQE,greedy_critical,l1_l1,30,5,97.142857,0.808428,0.0,7.575755,-380.94074,0.808491,4.655016,0.007595,20,10,0,2e-06
VQE,regime_switch,l1_l1,30,5,97.142857,6.836623,2.760725,10.606074,-343.166004,6.836634,4.486638,0.018512,30,0,0,0.0
VQE,regime_switch_refined,l1_l1,30,5,97.142857,5.441574,1.226984,10.365853,-470.37306,5.441575,4.498153,0.015595,30,0,0,0.0
VQE,shifted_critical,l1_l1,30,5,97.142857,0.808428,0.0,7.575755,-505.801818,0.808491,4.655016,0.007595,20,10,0,2e-06
VQE,stall_aware_shifted,l1_l1,30,5,97.142857,2.27192,0.0,12.121231,-297.573555,2.271972,4.639691,0.011754,20,10,0,2e-06
VQE,asap,l2_l2,30,5,97.142857,18.723015,7.621967,34.78262,-5.352211,18.723078,3.780613,0.081571,30,0,0,0.0
VQE,greedy_critical,l2_l2,30,5,97.142857,6.636121,1.556416,27.53623,-134.218709,6.636088,3.834518,0.05501,25,5,0,0.0
VQE,regime_switch,l2_l2,30,5,97.142857,18.419277,7.012199,28.143707,-171.052729,18.419349,3.789228,0.071096,30,0,0,0.0
VQE,regime_switch_refined,l2_l2,30,5,97.142857,7.997118,2.529188,27.53623,-213.043813,7.997122,3.789228,0.058608,25,5,0,0.0
VQE,shifted_critical,l2_l2,30,5,97.142857,6.636121,1.556416,27.53623,-183.815866,6.636088,3.834518,0.05501,25,5,0,0.0
VQE,stall_aware_shifted,l2_l2,30,5,97.142857,7.855636,2.821024,30.434806,-115.552394,7.855602,3.768067,0.06017,25,5,0,0.0
VQE,asap,mixed,60,5,97.142857,12.003528,4.892963,23.880627,-72.560006,12.003523,3.874014,0.055704,60,0,0,0.0
VQE,greedy_critical,mixed,60,5,97.142857,2.120116,0.0,17.910474,-152.131297,2.120143,3.976834,0.011978,40,20,0,0.0
VQE,regime_switch,mixed,60,5,97.142857,11.867861,4.587154,18.792404,-171.778831,11.867882,3.872134,0.054057,60,0,0,0.0
VQE,regime_switch_refined,mixed,60,5,97.142857,5.2062,1.265805,18.046142,-254.603747,5.206226,3.90108,0.030761,50,10,0,0.0
VQE,shifted_critical,mixed,60,5,97.142857,2.120116,0.0,17.910474,-559.199473,2.120143,3.976834,0.011978,40,20,0,0.0
VQE,stall_aware_shifted,mixed,60,5,97.142857,3.573092,0.0,20.895531,-262.314037,3.573121,3.956065,0.022675,40,20,0,0.0
