algorithm,group_type,group_value,pair_count,unique_seed_count,depth_reduction_pct_median,throughput_gain_pct_median,throughput_gain_pct_q1,throughput_gain_pct_q3,stall_reduction_pct_median,utilization_gain_pct_median,raw_throughput_median,raw_stall_rate_median,throughput_positive_count,throughput_zero_count,throughput_negative_count,throughput_sign_test_pvalue
QAOA,raw_stall_bucket,stall_medium,158,5,97.368421,17.18346,10.586319,23.839994,-41.840104,17.183442,3.753488,0.090196,158,0,0,0.0
QAOA,width_profile,W8_M8_F4,300,5,97.368421,7.772021,3.507345,40.360056,-562.330729,7.771852,3.677885,0.057831,300,0,0,0.0
QAOA,width_profile,W8_M8_F8,300,5,97.368421,51.23153,17.021287,154.929242,92.995258,51.231617,5.198697,0.210674,297,3,0,0.0
QFT,latency_profile,l1_l1,100,5,90.652286,10.332056,5.069575,31.425381,-145.073143,10.33204,4.49078,0.051948,100,0,0,0.0
QFT,latency_profile,l2_l2,100,5,90.652286,31.27324,15.320275,82.011603,-5.071928,31.273362,3.433173,0.170895,100,0,0,0.0
QFT,latency_profile,mixed,200,5,90.652286,19.225749,9.562502,56.486465,-57.584902,19.22577,3.865182,0.097531,200,0,0,0.0
QFT,policy,asap,80,5,90.652286,19.828311,8.304825,43.294073,-5.202424,19.82824,3.858696,0.106918,80,0,0,0.0
QFT,policy,greedy_critical,80,5,90.652286,17.566094,7.317348,43.257015,1.112947,17.566164,3.870416,0.087992,80,0,0,0.0
QFT,policy,regime_switch,80,5,90.652286,19.577779,8.282218,43.148912,-13.20221,19.577835,3.862881,0.108547,80,0,0,0.0
QFT,policy,shifted_critical,80,5,90.652286,17.980617,7.317348,43.314147,-5.210665,17.980722,3.870416,0.083288,80,0,0,0.0
QFT,policy,stall_aware_shifted,80,5,90.652286,17.980617,7.313053,43.314147,-2.819231,17.980722,3.864571,0.083878,80,0,0,0.0
QFT,raw_saturation_bucket,active,35,5,90.909091,50.931674,28.063726,51.282053,94.218991,50.931684,5.220339,0.205761,35,0,0,0.0
QFT,raw_saturation_bucket,near_saturation,90,5,90.39548,14.750008,9.950244,17.777788,96.852733,14.750008,6.941176,0.082699,90,0,0,0.0
QFT,raw_saturation_bucket,underutilized,275,5,90.909091,21.405753,4.3125,90.361461,-370.01262,21.405852,3.724138,0.093506,275,0,0,0.0
QFT,raw_stall_bucket,stall_high,135,5,90.909091,90.361461,35.987261,100.0,93.924991,90.361389,3.911111,0.338608,135,0,0,0.0
QFT,raw_stall_bucket,stall_low,103,5,90.39548,4.12759,3.999998,6.741565,-1406.612947,4.127698,3.829327,0.028812,103,0,0,0.0
QFT,raw_stall_bucket,stall_medium,162,5,90.39548,17.426212,11.575577,21.725225,-209.494927,17.426191,3.726316,0.084211,162,0,0,0.0
QFT,width_profile,W8_M8_F4,200,5,90.652286,8.748574,4.12759,21.725225,-719.104833,8.748615,3.643233,0.0532,200,0,0,0.0
QFT,width_profile,W8_M8_F8,200,5,90.652286,39.187145,14.874992,99.363075,96.278212,39.18712,5.670081,0.186947,200,0,0,0.0
VQE,latency_profile,l1_l1,150,5,97.142857,3.034059,0.389871,10.606074,-229.93394,3.034151,4.498153,0.011964,120,30,0,0.0
VQE,latency_profile,l2_l2,150,5,97.142857,7.855636,2.821024,28.143707,-47.343294,7.855602,3.810391,0.06017,135,15,0,0.0
VQE,latency_profile,mixed,300,5,97.142857,5.045871,0.876325,18.792404,-115.173746,5.045953,3.9404,0.029358,240,60,0,0.0
VQE,policy,asap,120,5,97.142857,9.834089,4.100179,26.012167,-11.914536,9.834095,3.908486,0.046773,120,0,0,0.0
VQE,policy,greedy_critical,120,5,97.142857,2.460162,0.0,17.910474,-152.790206,2.460176,3.965184,0.012121,85,35,0,0.0
VQE,policy,regime_switch,120,5,97.142857,9.834089,3.947274,23.469615,-177.615055,9.834095,3.90476,0.046918,120,0,0,0.0
VQE,policy,shifted_critical,120,5,97.142857,2.460162,0.0,17.910474,-183.815866,2.460176,3.965184,0.012121,85,35,0,0.0
VQE,policy,stall_aware_shifted,120,5,97.142857,4.286509,0.0,20.895531,-115.552394,4.286616,3.92909,0.025449,85,35,0,0.0
VQE,raw_saturation_bucket,active,65,5,93.333333,45.714287,37.142871,72.972975,52.8256,45.714327,5.019608,0.11215,65,0,0,0.0
VQE,raw_saturation_bucket,near_saturation,75,5,97.142857,9.302324,5.825247,18.181809,85.22748,9.302369,7.2,0.042553,75,0,0,0.0
VQE,raw_saturation_bucket,saturated,115,5,98.412698,0.0,0.0,0.0,0.0,0.0,7.937984,0.005814,10,105,0,0.001953
VQE,raw_saturation_bucket,underutilized,345,5,97.142857,5.198779,1.947405,20.895531,-1449.779256,5.198862,3.789474,0.032164,345,0,0,0.0
VQE,raw_stall_bucket,stall_high,80,5,93.333333,81.081061,72.972975,105.128219,65.40544,81.081087,3.820896,0.33125,80,0,0,0.0
VQE,raw_stall_bucket,stall_low,375,5,98.412698,1.655285,0.0,5.198779,-1046.289761,1.655312,3.953668,0.012121,270,105,0,0.0
VQE,raw_stall_bucket,stall_medium,145,5,93.333333,18.181809,12.121231,27.53623,-268.437418,18.181829,3.506849,0.082051,145,0,0,0.0
VQE,width_profile,W8_M8_F4,300,5,97.142857,4.587154,1.606607,15.773426,-1674.578844,4.587235,3.789474,0.026239,300,0,0,0.0
VQE,width_profile,W8_M8_F8,300,5,97.142857,8.543378,0.0,59.343631,63.709387,8.543406,7.2,0.035513,195,105,0,0.0
